creado_segundos,lead_scoring,f_medium_social,f_medium_referido,f_medium_unknown,f_medium_directo,f_tiene_telefono_2,f_gdpr_accept_int,f_len_empresa,medium,utm_source,utm_medium,utm_campaign,utm_content,utm_term,status,etapa_de_oportunidad_activa,propietario,origen,target_asiste
523.5,0,0,0,0,0,0,0,3,,,,,,,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
3405.0,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
1876.6,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
624.6,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
69.6,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
3545.1,0,0,0,1,0,0,0,3,unknown,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2979.7,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
507.9,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
254.9,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
1068.2,0,0,0,0,0,0,0,3,,,,,,,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
1111.9,0,0,0,1,0,0,0,3,unknown,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
224.8,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
853.5,0,0,0,1,0,0,0,13,unknown,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
1205.8,0,0,0,0,0,0,0,3,,,,,,,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
1395.2,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
2597.1,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2878.5,0,0,1,0,0,0,0,3,referido,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
478.4,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2353.2,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2386.5,0,1,0,0,0,0,0,13,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
2447.4,0,0,0,0,0,0,0,3,,,,,,,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
871.9,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
1829.3,0,0,0,1,0,0,0,3,unknown,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2202.2,0,1,0,0,0,0,0,3,social,FB,CarreraAscenso,MasterData14-AGO25-V1,CarreraAscenso,SegmentoAnalistaFinanciero,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
3543.6,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
367.0,0,0,0,0,0,0,0,3,buscar,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
1914.6,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
1618.8,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
2195.2,0,0,0,1,0,0,0,3,unknown,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,1
3170.4,0,0,1,0,0,0,0,3,referido,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
2187.9,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
400.1,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2744.2,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
917.8,0,0,0,0,0,0,0,3,,,,,,,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
1292.7,0,0,1,0,0,0,0,3,referido,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
885.9,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
1149.4,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
1890.5,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
246.6,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2440.2,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
3344.1,0,0,0,0,0,0,0,3,,,,,,,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
1630.8,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2442.4,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
569.8,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
683.3,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
987.2,0,0,1,0,0,0,0,3,referido,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
2040.9,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
774.2,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
888.4,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
3412.3,0,0,1,0,0,0,0,3,referido,FB,CarreraAscenso,MasterData14-AGO25-V1,CarreraAscenso,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
89.6,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2019.2,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
1056.2,0,0,1,0,0,0,0,3,referido,FB,CarreraAscenso,MasterData14-AGO25-V1,CarreraAscenso,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
3419.1,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2219.4,0,1,0,0,0,0,0,3,social,FB,CarreraAscenso,MasterData14-AGO25-V1,CarreraAscenso,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
1373.5,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
1613.0,0,0,1,0,0,0,0,3,referido,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
2777.0,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
1236.7,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
1685.4,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,1
954.3,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
2345.7,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
3565.2,0,0,1,0,0,0,0,3,referido,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,1
1591.9,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
1788.6,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
314.5,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
502.5,0,1,0,0,0,0,0,5,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
809.4,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
34.4,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
796.8,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
1548.3,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,1
246.9,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
1567.8,0,0,0,0,0,0,0,3,,,,,,,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
1245.8,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
2288.5,0,1,0,0,0,0,0,39,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
482.0,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2118.1,0,1,0,0,0,0,0,10,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
2877.6,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
3357.7,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2146.1,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
2759.3,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
3223.5,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
282.0,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
1915.5,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2878.8,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
279.5,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
744.3,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
748.2,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
3068.9,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
1217.2,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
1443.5,0,0,0,0,1,0,0,3,directo,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2211.7,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
3285.5,0,0,0,1,0,0,0,3,unknown,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
3278.6,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
193.8,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
610.9,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
787.8,0,0,1,0,0,0,0,3,referido,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
982.9,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
1771.2,0,0,0,0,1,0,0,3,directo,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2553.9,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2957.3,0,0,0,1,0,0,0,3,unknown,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
1572.2,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
443.1,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoLibre,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
2080.9,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2050.4,0,0,1,0,0,0,0,3,referido,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
844.4,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoLibre,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,0
314.9,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2493.2,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
2257.3,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
160.8,0,1,0,0,0,0,0,3,social,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Confirmación a S1,Uriel Gerónimo Velázquez,,1
2030.5,0,0,1,0,0,0,0,3,referido,FB,ROITiempo,MasterData14-AGO25-V1,ROITiempo,SegmentoAnalistaFinanciero,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
1382.2,0,1,0,0,0,0,0,3,social,FB,dolorExcel,MasterData14-AGO25-V1,dolorExcel,SegmentoLibre,en oportunidad,Registro,Uriel Gerónimo Velázquez,,0
2035.1,0,1,0,0,0,0,0,3,social,FB,CarreraAscenso,MasterData14-AGO25-V1,CarreraAscenso,SegmentoAnalistaFinanciero,en oportunidad,Conversación Iniciada,Uriel Gerónimo Velázquez,,0
